Date,^GSPC,^DJI,^IXIC
2016-05-20,2052.320068359375,17500.939453125,4769.56005859375
2016-05-23,2048.0400390625,17492.9296875,4765.77978515625
2016-05-24,2076.06005859375,17706.05078125,4861.06005859375
2016-05-25,2090.5400390625,17851.509765625,4894.89013671875
2016-05-26,2090.10009765625,17828.2890625,4901.77001953125
2016-05-27,2099.06005859375,17873.220703125,4933.5
2016-05-31,2096.949951171875,17787.19921875,4948.0498046875
2016-06-01,2099.330078125,17789.669921875,4952.25
2016-06-02,2105.260009765625,17838.560546875,4971.35986328125
2016-06-03,2099.1298828125,17807.060546875,4942.52001953125
2016-06-06,2109.409912109375,17920.330078125,4968.7099609375
2016-06-07,2112.1298828125,17938.279296875,4961.75
2016-06-08,2119.1201171875,18005.05078125,4974.64013671875
2016-06-09,2115.47998046875,17985.189453125,4958.6201171875
2016-06-10,2096.070068359375,17865.33984375,4894.5498046875
2016-06-13,2079.06005859375,17732.48046875,4848.43994140625
2016-06-14,2075.320068359375,17674.8203125,4843.5498046875
2016-06-15,2071.5,17640.169921875,4834.93017578125
2016-06-16,2077.989990234375,17733.099609375,4844.919921875
2016-06-17,2071.219970703125,17675.16015625,4800.33984375
2016-06-20,2083.25,17804.869140625,4837.2099609375
2016-06-21,2088.89990234375,17829.73046875,4843.759765625
2016-06-22,2085.449951171875,17780.830078125,4833.31982421875
